epoch,learning_rate,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,9.999999747378752e-06,0.339985191822052,0.40683668851852417,0.31638196110725403,0.09923489391803741,0.22382794320583344,0.07568173855543137
1,9.999999747378752e-06,0.0917779728770256,0.20508959889411926,0.06833302229642868,0.0815996527671814,0.19587241113185883,0.05830433964729309
2,9.999999747378752e-06,0.07907985895872116,0.18623609840869904,0.05600128695368767,0.07615040987730026,0.1851709485054016,0.05332643538713455
3,9.999999747378752e-06,0.07455285638570786,0.17964555323123932,0.05202983692288399,0.07342449575662613,0.1820458322763443,0.05122866481542587
4,9.999999747378752e-06,0.07191403955221176,0.1763223111629486,0.0500512458384037,0.0703786239027977,0.17783968150615692,0.04886748269200325
5,9.999999747378752e-06,0.0698651447892189,0.17405283451080322,0.04871705546975136,0.0701105073094368,0.177361398935318,0.04933328926563263
6,9.999999747378752e-06,0.06813326478004456,0.17234130203723907,0.04772241786122322,0.06760726869106293,0.1744384765625,0.04757664352655411
7,9.999999747378752e-06,0.06682084500789642,0.17136740684509277,0.047150012105703354,0.06568924337625504,0.172728031873703,0.046388719230890274
8,9.999999747378752e-06,0.06547524780035019,0.17016106843948364,0.04652002826333046,0.06588392704725266,0.17411930859088898,0.047286298125982285
9,9.999999747378752e-06,0.06421218067407608,0.1690971851348877,0.045955438166856766,0.06580975651741028,0.17374062538146973,0.04790087789297104
10,9.999999747378752e-06,0.06301183253526688,0.1681167334318161,0.04542361944913864,0.05947684869170189,0.16483689844608307,0.04220786690711975
11,9.999999747378752e-06,0.06179412826895714,0.16696956753730774,0.04483141377568245,0.056971754878759384,0.1620258092880249,0.04031284898519516
12,9.999999747378752e-06,0.06052635237574577,0.16545571386814117,0.04414870962500572,0.05738692358136177,0.16352930665016174,0.04128682240843773
13,9.999999747378752e-06,0.059237897396087646,0.16383324563503265,0.043401241302490234,0.0564529187977314,0.1633072942495346,0.04087931662797928
14,9.999999747378752e-06,0.05796306952834129,0.16226395964622498,0.042635705322027206,0.05747895687818527,0.164483442902565,0.04239574447274208
15,9.999999747378752e-06,0.056862521916627884,0.16087990999221802,0.04200435429811478,0.059047386050224304,0.16572588682174683,0.044416896998882294
16,9.999999747378752e-06,0.05568013712763786,0.15945914387702942,0.04126649349927902,0.05965648591518402,0.16516171395778656,0.045457713305950165
17,1.9999999949504854e-06,0.0613100565969944,0.17526564002037048,0.04714319109916687,0.057860344648361206,0.16063185036182404,0.043725691735744476
18,1.9999999949504854e-06,0.0606832429766655,0.17209471762180328,0.04658025875687599,0.058403465896844864,0.16130729019641876,0.04433339461684227
19,1.9999999949504854e-06,0.06032111123204231,0.171141117811203,0.04628358408808708,0.057940658181905746,0.16073644161224365,0.04393542557954788
20,4.0000000467443897e-07,0.0617951974272728,0.1741824448108673,0.04779564216732979,0.05714242905378342,0.15873736143112183,0.04314940422773361
21,4.0000000467443897e-07,0.06140652671456337,0.1733681559562683,0.047418784350156784,0.0568731427192688,0.15835215151309967,0.04289177805185318
22,4.0000000467443897e-07,0.06125554069876671,0.17307227849960327,0.04727949947118759,0.056798819452524185,0.15836608409881592,0.042829398065805435
23,1.0000000116860974e-07,0.06166032329201698,0.1733853816986084,0.04769185557961464,0.0570422038435936,0.15889468789100647,0.043075717985630035
