fold,val_loss,val_mae,val_mse
1,0.0564529187977314,0.1633072942495346,0.04087931662797928
2,0.07895778119564056,0.21003158390522003,0.06539592891931534
3,0.06896702200174332,0.19149813055992126,0.053144000470638275
