fold,val_loss,val_mae,val_mse
1,0.06512375921010971,0.18628868460655212,0.050450995564460754
2,0.09036184847354889,0.19724152982234955,0.053999222815036774
3,0.05897771567106247,0.18280822038650513,0.04940229654312134
