fold,val_loss,val_mae,val_mse
1,0.03225988149642944,0.13279972970485687,0.027518102899193764
2,0.06389886140823364,0.20004591345787048,0.05767587199807167
3,0.058033835142850876,0.18653567135334015,0.05258842930197716
