fold,val_loss,val_mae,val_mse
1,0.05296051502227783,0.15353496372699738,0.038898125290870667
2,0.07469157874584198,0.2136262059211731,0.06398186087608337
3,0.05730713903903961,0.16498206555843353,0.04074352979660034
