fold,val_loss,val_mae,val_mse
1,0.03800836205482483,0.1335601657629013,0.028117364272475243
2,0.061112597584724426,0.19105668365955353,0.055077120661735535
3,0.0746663436293602,0.18707258999347687,0.057683899998664856
