fold,val_loss,val_mae,val_mse
1,0.059317611157894135,0.18106240034103394,0.047831691801548004
2,0.08321698755025864,0.208475261926651,0.06093296408653259
3,0.06472750753164291,0.1848210096359253,0.051255278289318085
