fold,val_loss,val_mae,val_mse
1,0.04957820102572441,0.14486955106258392,0.03490025922656059
2,0.08167151361703873,0.21641914546489716,0.06667720526456833
3,0.05532292649149895,0.16879130899906158,0.04298712685704231
