epoch,learning_rate,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,9.999999747378752e-06,0.5442947745323181,0.611230731010437,0.5308244228363037,0.2888830006122589,0.44245386123657227,0.27552172541618347
1,9.999999747378752e-06,0.11551519483327866,0.2649395167827606,0.10230597108602524,0.0965847298502922,0.24379359185695648,0.08355238288640976
2,9.999999747378752e-06,0.05542343482375145,0.16308969259262085,0.04264121875166893,0.08146864920854568,0.2144450694322586,0.06896823644638062
3,9.999999747378752e-06,0.049935176968574524,0.15250641107559204,0.037777867168188095,0.07863528281450272,0.2111385017633438,0.06684182584285736
4,9.999999747378752e-06,0.0473979227244854,0.14895987510681152,0.035997673869132996,0.07706956565380096,0.21047218143939972,0.06607284396886826
5,9.999999747378752e-06,0.045721929520368576,0.14728836715221405,0.035122573375701904,0.07638970762491226,0.21138864755630493,0.06619081646203995
6,9.999999747378752e-06,0.044414736330509186,0.1461903601884842,0.03460308909416199,0.07586382329463959,0.2124304324388504,0.06643671542406082
7,9.999999747378752e-06,0.043339285999536514,0.1455220729112625,0.034272316843271255,0.07579819858074188,0.21438364684581757,0.06708620488643646
8,9.999999747378752e-06,0.04242634400725365,0.1449778974056244,0.03403760865330696,0.0755298063158989,0.21537886559963226,0.06746035069227219
9,9.999999747378752e-06,0.04166950657963753,0.1447102427482605,0.033888548612594604,0.07544213533401489,0.21644052863121033,0.06795065850019455
10,9.999999747378752e-06,0.040961336344480515,0.14433135092258453,0.03372841328382492,0.07520376145839691,0.21683825552463531,0.06822580099105835
11,9.999999747378752e-06,0.04032386466860771,0.14400027692317963,0.033577628433704376,0.07496911287307739,0.21746514737606049,0.06844869256019592
12,9.999999747378752e-06,0.039757926017045975,0.14368222653865814,0.03344397991895676,0.07493496686220169,0.2183222770690918,0.0688239261507988
13,9.999999747378752e-06,0.039271097630262375,0.14340198040008545,0.03334348648786545,0.07465210556983948,0.2186390459537506,0.06890391558408737
14,9.999999747378752e-06,0.03884142264723778,0.14318475127220154,0.03325873985886574,0.07432005554437637,0.21883037686347961,0.06889639049768448
15,9.999999747378752e-06,0.038428883999586105,0.1429368555545807,0.033149413764476776,0.07432298362255096,0.21990029513835907,0.06918513774871826
16,9.999999747378752e-06,0.03809183090925217,0.14284461736679077,0.03308957815170288,0.07414109259843826,0.22012360394001007,0.06926970928907394
