epoch,learning_rate,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,9.999999747378752e-06,0.6042912602424622,0.5963199734687805,0.5906556844711304,0.25534409284591675,0.37014827132225037,0.24179421365261078
1,9.999999747378752e-06,0.09895092248916626,0.2351183146238327,0.08551482111215591,0.08814699202775955,0.21070528030395508,0.07484782487154007
2,9.999999747378752e-06,0.0705275610089302,0.18685655295848846,0.0574100986123085,0.06972996890544891,0.18439874053001404,0.05682000890374184
3,9.999999747378752e-06,0.06446947157382965,0.1769351214170456,0.051802508533000946,0.06007085740566254,0.1684807986021042,0.04766569286584854
4,9.999999747378752e-06,0.06147173047065735,0.1727588027715683,0.049350637942552567,0.054673951119184494,0.16030728816986084,0.04284772276878357
5,9.999999747378752e-06,0.05958980321884155,0.17049911618232727,0.04806730896234512,0.052189186215400696,0.15675610303878784,0.040974345058202744
6,9.999999747378752e-06,0.05833585932850838,0.16947795450687408,0.04742439091205597,0.04970401152968407,0.15348169207572937,0.03909249231219292
7,9.999999747378752e-06,0.05723058059811592,0.16857148706912994,0.046910788863897324,0.0480363629758358,0.15141364932060242,0.03800249844789505
8,9.999999747378752e-06,0.056248895823955536,0.16779190301895142,0.046488791704177856,0.046733688563108444,0.14953918755054474,0.03724198415875435
9,9.999999747378752e-06,0.05545894056558609,0.16730134189128876,0.04621870815753937,0.0458122193813324,0.1485627442598343,0.03681612387299538
10,9.999999747378752e-06,0.0546773299574852,0.16672076284885406,0.04590798169374466,0.04509537294507027,0.1476988047361374,0.03655138984322548
11,9.999999747378752e-06,0.05405193567276001,0.16632437705993652,0.04571671411395073,0.04417526721954346,0.146360844373703,0.03604140877723694
12,9.999999747378752e-06,0.053418006747961044,0.16592226922512054,0.04547513648867607,0.043267007917165756,0.1443936973810196,0.03551279380917549
13,9.999999747378752e-06,0.05282943695783615,0.16558560729026794,0.0452459417283535,0.04290732368826866,0.14410865306854248,0.035491008311510086
14,9.999999747378752e-06,0.052310530096292496,0.16526129841804504,0.04504922404885292,0.04191507026553154,0.14246444404125214,0.03480882570147514
15,9.999999747378752e-06,0.05190814286470413,0.16512814164161682,0.04494599625468254,0.041843246668577194,0.1422915756702423,0.035021405667066574
16,9.999999747378752e-06,0.051460545510053635,0.16476045548915863,0.04477018490433693,0.04153209179639816,0.14171354472637177,0.03497253358364105
17,9.999999747378752e-06,0.051081933081150055,0.16464895009994507,0.04464241489768028,0.04134972393512726,0.1413954496383667,0.03503086045384407
18,9.999999747378752e-06,0.0507536418735981,0.16447675228118896,0.04454398900270462,0.0409809872508049,0.14077547192573547,0.034882839769124985
19,9.999999747378752e-06,0.05039817467331886,0.1641797572374344,0.044402580708265305,0.04120984300971031,0.14125797152519226,0.0353204719722271
20,9.999999747378752e-06,0.050105225294828415,0.16407856345176697,0.04430647939443588,0.04067349061369896,0.14020855724811554,0.03497126325964928
21,9.999999747378752e-06,0.049840349704027176,0.16395771503448486,0.044225845485925674,0.04072005674242973,0.14019080996513367,0.03519647568464279
22,9.999999747378752e-06,0.049572501331567764,0.1638176590204239,0.04412900656461716,0.040809266269207,0.14056015014648438,0.035452235490083694
23,9.999999747378752e-06,0.04929646477103233,0.16365817189216614,0.04401344060897827,0.04067942872643471,0.14032384753227234,0.035475559532642365
24,1.9999999949504854e-06,0.050425779074430466,0.16593587398529053,0.045235417783260345,0.040514152497053146,0.1412343978881836,0.03533763065934181
25,1.9999999949504854e-06,0.050107527524232864,0.16598691046237946,0.04494535177946091,0.040355268865823746,0.14127296209335327,0.03520730882883072
26,1.9999999949504854e-06,0.04993726685643196,0.16593921184539795,0.04480263590812683,0.04040749371051788,0.14155027270317078,0.03528638929128647
27,1.9999999949504854e-06,0.04983335733413696,0.16595424711704254,0.044726260006427765,0.04043368995189667,0.1417464166879654,0.03534002974629402
28,1.9999999949504854e-06,0.04971322789788246,0.16577847301959991,0.044632766395807266,0.04052235931158066,0.14204061031341553,0.035454846918582916
29,4.0000000467443897e-07,0.05003207549452782,0.1663607954978943,0.044967543333768845,0.0406322106719017,0.1423545777797699,0.035570234060287476
30,4.0000000467443897e-07,0.049963682889938354,0.16616539657115936,0.04490448161959648,0.04071434959769249,0.14245659112930298,0.035657450556755066
31,4.0000000467443897e-07,0.04987876117229462,0.166015163064003,0.044824499636888504,0.04067390784621239,0.14244166016578674,0.0356220044195652
32,1.0000000116860974e-07,0.04991455376148224,0.16616463661193848,0.04486360400915146,0.040679506957530975,0.14246466755867004,0.03562891110777855
33,1.0000000116860974e-07,0.049914538860321045,0.1661277711391449,0.04486488550901413,0.040902215987443924,0.14296641945838928,0.03585292771458626
34,1.0000000116860974e-07,0.0498712919652462,0.16601033508777618,0.04482300579547882,0.04077250510454178,0.14271250367164612,0.03572460263967514
35,1.0000000116860974e-07,0.04987366870045662,0.16601687669754028,0.04482678323984146,0.04083997756242752,0.1428748518228531,0.035793352872133255
