fold,val_loss,val_mae,val_mse
1,0.040355268865823746,0.14127296209335327,0.03520730882883072
2,0.06989247351884842,0.21623997390270233,0.06707563996315002
3,0.04814856871962547,0.16776075959205627,0.042345914989709854
